عنوان,نوع معامله,محله,متراژ,سال ساخت,تعداد اتاق,قیمت کل,قیمت هر متر,طبقه,تاریخ انتشار,لینک
شالیزار چسبیده به مسکونی,فروش,لیالستان,,,,"‏۱,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱,۲۵۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۸:۰۰,https://divar.ir/v/ga9Rd5Bt
ویلا نوساز سندار,فروش,لفمجان,۱۳۰,۱۴۰۴,۲,"‏۱۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۴,۵۲۸,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۷:۵۳,https://divar.ir/v/ga9NNUDD
200متر زمین مسکونی با پروانه و سند  بازکیاگوراب,فروش,بازکیاگوراب,,,,"‏۲,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۴,۵۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۷:۴۱,https://divar.ir/v/ga9BdG5F
اجاره ۱۴۰ متری_ مستقل_ گلستان ۱۱_ فول بازسازی,رهن کامل,گلستان,۱۴۰,۱۳۹۳,۲,,,۱ از ۲,۱۲ مرداد ۱۴۰۵، ۱۸:۱۴,https://divar.ir/v/gawlaC2l
رهن و اجاره ۸۵ متری ۲ خواب_ کارگر_ قیمت استثنایی,رهن کامل,رجایی,۸۵,۱۳۹۸,۲,,,۱ از ۴,۸ مرداد ۱۴۰۵، ۱۵:۵۲,https://divar.ir/v/garFEyKg
فروش مغازه ۳۰ متری,فروش,امیرشهید,۳۰,۱۳۸۴,بدون اتاق,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۶۶,۶۶۶,۰۰۰ تومان",,۲۴ تیر ۱۴۰۵، ۱۰:۱۰,https://divar.ir/v/gaXtCcM9
اجاره فوری ۱۱۰ متری_ فول امکانات_ شیشه گران,رهن و اجاره,شیشه گران,۱۱۰,۱۳۹۸,۲,,,۲ از ۴,۷ مرداد ۱۴۰۵، ۰۹:۵۹,https://divar.ir/v/gap15jIH
فروش ویلای هوشمند دوبلکس، ویو ابدی در لاهیجان,فروش,لیل,۱۸۳,۱۴۰۴,۳,"‏۲۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۸۳,۳۳۳,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۶:۳۱,https://divar.ir/v/ga9BcGyI
زمین مسکونی حاجی آباد,فروش,حاجی آباد,,,,"‏۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۸,۴۶۱,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۶:۱۵,https://divar.ir/v/ga9xrda_
فروش وتهاترسرقفلی یکباب مغازه۱۹متری پاساژ ابریشمی,فروش,خمیر کلایه,۱۹,۱۴۰۰,بدون اتاق,"‏۴,۸۰۰,۰۰۰,۰۰۰ تومان","‏۲۵۲,۶۳۱,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۵:۴۰,https://divar.ir/v/ga9R7DOv
فروش زمین مسکونی لاهیجان,فروش,آهندان,,,,"‏۶,۸۰۰,۰۰۰,۰۰۰ تومان","‏۱۲,۱۴۲,۰۰۰ تومان",,۱۹ مرداد ۱۴۰۵، ۱۲:۲۲,https://divar.ir/v/ga5FJDbh
اجاره واحدمستقل ۸۵م۲خاب گلستان شیک تمیزفول امکانات,رهن و اجاره,گلستان,۸۵,۱۳۹۷,۲,,,۱,۲۲ مرداد ۱۴۰۵، ۱۵:۳۴,https://divar.ir/v/ga9JbhVC
فروش ویلای۳۰۰متری+۸۰۰متر محوطه+ ۳خواب,فروش,لیل,۳۰۰,۱۴۰۵,۳,"‏۳۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۷,۵۰۰,۰۰۰ تومان",,۲۳ تیر ۱۴۰۵، ۱۰:۵۶,https://divar.ir/v/gaVRul-c
فروش زمین ۴۵۰متری کامل مسکونی با جواز ساخت,فروش,قیام,,,,"‏۶,۶۰۰,۰۰۰,۰۰۰ تومان","‏۱۴,۶۶۶,۰۰۰ تومان",,۲۳ تیر ۱۴۰۵، ۱۰:۵۶,https://divar.ir/v/gaVFeyfO
فروش ملک ویلایی شهری لاهیجان_مناسب ساخت_سکونت,فروش,یحی آباد,۱۱۴,۱۳۷۲,۲,"‏۲۵,۳۰۰,۰۰۰,۰۰۰ تومان","‏۹۴,۷۵۶,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۵:۰۴,https://divar.ir/v/ga9pa-hj
زمین  لاهیجان منطقه لیالستان بیجاربسته سر,فروش,لیالستان,,,,"‏۳,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۴,۰۰۰,۰۰۰ تومان",,۲۵ تیر ۱۴۰۵، ۱۶:۲۹,https://divar.ir/v/gaYV9YAY
رهن سوئیت ،شیخ زاهد 32,رهن کامل,لیالستان,۵۰,۱۳۹۰,۱,,,,۲۲ مرداد ۱۴۰۵، ۱۴:۴۲,https://divar.ir/v/ga9ZKn9g
فروش زمین مسکونی در سوستان با نامه بنیاد مسکن,فروش,لیل,,,,"‏۱۴,۸۲۰,۰۰۰,۰۰۰ تومان","‏۳۸,۰۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۴:۴۰,https://divar.ir/v/ga9VKtMK
زمین کلنگی,فروش,لیالستان,,,,"‏۱,۲۰۰,۰۰۰,۰۰۰ تومان","‏۱۰,۰۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۴:۴۰,https://divar.ir/v/ga9VqyqH
زمین مسکونی,فروش,لفمجان,,,,"‏۲,۱۰۰,۰۰۰,۰۰۰ تومان","‏۵,۷۵۳,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۴:۳۵,https://divar.ir/v/ga9VaAOY
فروش واحد حدودا ۶۰ متر کوی زمانی،قیمت مناسب,فروش,کوی زمانی,۶۰,۱۳۹۶,۱,"‏۴,۷۰۰,۰۰۰,۰۰۰ تومان","‏۷۸,۳۳۳,۰۰۰ تومان",۱ از ۲,۲۲ مرداد ۱۴۰۵، ۱۴:۳۲,https://divar.ir/v/ga9RKEhq
زمین باغی,فروش,لیل,,,,"‏۲,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱,۰۵۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۴:۲۸,https://divar.ir/v/ga9N6EFw
واحد ویو دار ۱۱۸ متری_در بهترین لوکیشن لاهیجان,فروش,شیخ زاهد,۱۱۸,۱۴۰۲,۲,"‏۱۳,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۴,۴۰۶,۰۰۰ تومان",۱ از ۲,۲۲ مرداد ۱۴۰۵، ۱۴:۰۳,https://divar.ir/v/ga915P-a
فروش تکواحدی ۱۴۳ متری _بر دوم شیخ زاهد,فروش,شیخ زاهد,۱۴۳,۱۴۰۴,۳,"‏۲۸,۶۰۰,۰۰۰,۰۰۰ تومان","‏۲۰۰,۰۰۰,۰۰۰ تومان",۲ از ۵,۲۲ مرداد ۱۴۰۵، ۱۳:۴۷,https://divar.ir/v/ga9lJs4l
تعویض ویلا درلاهیجان ۷۳۴ متری با خانه درتهران,فروش,بازکیاگوراب,۱۰۰,۱۳۸۴,۲,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۷,۲۴۷,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۳:۴۴,https://divar.ir/v/ga9d58Zh
زمین مسکونی به متراژ 200 متر,فروش,گلستان,,,,"‏۱,۵۵۰,۰۰۰,۰۰۰ تومان","‏۷,۷۵۰,۰۰۰ تومان",,۲۰ مرداد ۱۴۰۵، ۱۵:۵۴,https://divar.ir/v/ga7Nx-yC
فروش زمین در لاهیجان خیابان سعدی,فروش,کوه بیجار,,,,"‏۲۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۹,۷۹۳,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۳:۴۲,https://divar.ir/v/ga9d5CIl
زمین باغی,فروش,لیل,,,,"‏۲,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱,۰۵۰,۰۰۰ تومان",,۱۰ مرداد ۱۴۰۵، ۲۰:۳۳,https://divar.ir/v/gauZSrAR
فیاض طبقه اول مستقل 100 متر نوساز فول 1400_20,رهن و اجاره,فیاض,۱۰۰,۱۴۰۴,۲,,,۱,۲۲ مرداد ۱۴۰۵، ۱۳:۳۹,https://divar.ir/v/ga9dZa9a
زمین باغی,فروش,لیل,,,,"‏۲,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱,۰۵۰,۰۰۰ تومان",,۱۰ مرداد ۱۴۰۵، ۲۱:۲۰,https://divar.ir/v/gauFDvpH
واحد لوکس نوساز نزدیک استخر,فروش,کوی خزر,۱۵۰,۱۴۰۵,۳,"‏۲۲,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۰,۰۰۰,۰۰۰ تومان",۱ از ۵,۲۰ تیر ۱۴۰۵، ۱۹:۰۴,https://divar.ir/v/gaSF2-nC
زمین باغی در گیلان . لاهیجان,فروش,لیالستان,,,,"‏۱۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰,۰۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۳:۱۹,https://divar.ir/v/ga9FZNC2
فروش ویلا لاهیجان میدان شیخ زاهد نخجیر,فروش,لیالستان,۱۴۰,۱۳۹۵,۳,"‏۱۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۹,۰۹۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۳:۱۷,https://divar.ir/v/ga9JJVC3
انباری 35 متری,رهن و اجاره,کوی زمانی,۳۵,۱۴۰۰,بدون اتاق,,,,۲۲ مرداد ۱۴۰۵، ۱۳:۱۷,https://divar.ir/v/ga85Ldaq
فروش ویلا سه خواب در طبیعت لاهیجان,فروش,لفمجان,۹۰,۱۴۰۴,۳,"‏۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۲,۲۲۲,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۲:۵۵,https://divar.ir/v/ga91IdFv
فرصت ساخت ویلای لوکس_پروانه ساخت_ویو ابدی _نخجیر,فروش,لیالستان,,,,"‏۹,۶۵۰,۰۰۰,۰۰۰ تومان","‏۲۰,۶۶۳,۰۰۰ تومان",,۲۵ آبان ۱۴۰۴، ۰۷:۲۳,https://divar.ir/v/QaZkE7J3
باغ‌ویلا لوکس8500متری بدون مشابه_ پنج خواب مستر,فروش,شیخ زاهد,۷۰۰,۱۳۹۰,+۴,"‏۳۵۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۱,۱۷۶,۰۰۰ تومان",,۲۳ تیر ۱۴۰۵، ۰۷:۳۷,https://divar.ir/v/gaVVL93i
برج ساحلی لوکس 32 واحدی رامسر _ پلاک اول دریا,فروش,شیخ زاهد,۵۰۰۰,۱۴۰۴,۳,"‏۷۵۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۰,۰۰۰,۰۰۰ تومان",۱۰ از ۸,۲۲ مرداد ۱۴۰۵، ۱۲:۵۵,https://divar.ir/v/ga914Xru
پیش فروش یه واحد ۶۵ متری طبقه اول گلستان,فروش,گلستان,,,,,,,۲۲ مرداد ۱۴۰۵، ۱۲:۵۰,https://divar.ir/v/ga9pYyQw
فروش اپارتمان نوساز در کاشف شرقی,فروش,شیشه گران,۱۰۱,۱۴۰۴,۲,"‏۱۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۸,۴۱۵,۰۰۰ تومان",۱,۲۲ مرداد ۱۴۰۵، ۱۲:۴۵,https://divar.ir/v/ga9toBQf
زمین مسکونی شهری,فروش,کوی استادان,,,,"‏۱۹,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۴,۲۷۸,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۲:۴۲,https://divar.ir/v/ga9pIXgU
یه قطعه زمین باغی به مساحت 515,فروش,لیالستان,,,,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۹,۷۰۸,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۲:۳۰,https://divar.ir/v/ga9dYI13
فروش واحد 82 متری با ویو کوه,فروش,یوسف آباد,۸۲,۱۳۹۸,۲,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۴,۱۴۶,۰۰۰ تومان",۶,۲۲ مرداد ۱۴۰۵، ۱۲:۲۴,https://divar.ir/v/ga9VI9lg
فروش آپارتمان,فروش,کوی خزر,۸۱,۱۳۸۶,۲,"‏۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۱,۱۱۱,۰۰۰ تومان",۳ از ۴,۲۲ مرداد ۱۴۰۵، ۱۲:۰۰,https://divar.ir/v/ga9Bonz5
فروش ویلای دوبلکس لوکس در بیجارباغ لاهیجان,فروش,لیل,۲۰۰,۱۴۰۳,۲,"‏۵۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۶,۹۲۳,۰۰۰ تومان",,۸ مرداد ۱۴۰۵، ۱۲:۱۴,https://divar.ir/v/gartwLlL
فروش خانه باغ دنج و زیبا,فروش,آهندان,۱۲۶,۱۳۸۰,۲,"‏۳۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۱,۲۱۹,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۱:۵۳,https://divar.ir/v/ga95Hd-L
فروش ویلایی 116 متری رسالت,فروش,لیالستان,۷۰,۱۳۹۰,۲,"‏۱۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۲,۰۶۸,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۱:۴۰,https://divar.ir/v/ga9tn8Sk
لاهیجان ویلایی ۵۰۰ متر ویو جنگل سند دار,فروش,لیالستان,۱۲۰,۱۳۹۰,۲,"‏۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰,۰۰۰,۰۰۰ تومان",,۱۶ تیر ۱۴۰۵، ۱۹:۵۶,https://divar.ir/v/gaNhSa4F
لاهیجان فروش آپارتمان مستقل 90 متری در رزمندگان,فروش,کوی زمانی,۹۰,۱۳۹۰,۲,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۷,۷۷۷,۰۰۰ تومان",۱ از ۲,۲۲ مرداد ۱۴۰۵، ۱۱:۳۳,https://divar.ir/v/ga9ZXALd
فروش ویلای ۴۶۴ متری بابر ۲۰و یه بنای ۱۰۰ متری شیک,فروش,بازکیاگوراب,۱۰۰,۱۳۹۵,۲,"‏۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۴,۰۰۸,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۱:۲۷,https://divar.ir/v/ga9h3SE5
زمین مسکونی,فروش,آهندان,,,,"‏۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۲,۴۴۸,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۱:۲۰,https://divar.ir/v/ga9dnAFS
آپارتمان ۱۳۶ متری ۲ خواب فول بازسازی بر اصلی شهدا,فروش,خمیر کلایه,۱۳۶,۱۳۸۲,۲,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۸۰,۸۸۲,۰۰۰ تومان",۱ از ۳,۲۲ مرداد ۱۴۰۵، ۱۰:۵۱,https://divar.ir/v/ga9BXWSH
فروش زمین ۱۸۵ متر سند دار لاهیجان,فروش,شهرک فرهنگیان,,,,"‏۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۳,۲۴۳,۰۰۰ تومان",,۲۴ تیر ۱۴۰۵، ۱۵:۰۵,https://divar.ir/v/gaXBXPI-
پیش فروش واحد ۱۱۵ متری براصلی شقایق,فروش,مهرگان,۱۱۵,۱۴۰۴,۲,"‏۱۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۳,۴۷۸,۰۰۰ تومان",۳ از ۶,۲۲ مرداد ۱۴۰۵، ۱۰:۳۹,https://divar.ir/v/ga91Wj7A
ویلایی زیبا و دل نشین,فروش,آهندان,۸۰,۱۳۹۵,۲,"‏۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۹,۲۳۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۰:۳۸,https://divar.ir/v/ga912LrG
زمین برجاده داخل بافت مسکونی,فروش,لیل,,,,"‏۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۰,۰۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۰:۱۹,https://divar.ir/v/ga9hmrHp
زمین مسکونی همراه جواز ساخت در لاهیجان,فروش,لیل,,,,"‏۴,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۰,۴۶۵,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۱۰:۱۵,https://divar.ir/v/ga9dW7SW
آپارتمان,فروش,بوجایه,۷۲,۱۳۹۷,۲,"‏۷,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۱,۳۸۸,۰۰۰ تومان",۱,۲۲ مرداد ۱۴۰۵، ۰۹:۴۳,https://divar.ir/v/ga9BWYrb
لاهیجان-فروش خونه ویلایی 270 متری در شیشه گران,فروش,رجایی,,,,"‏۵۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۱۴,۸۱۴,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۰۹:۳۵,https://divar.ir/v/ga95FfTp
آپارتمان تک واحدی 110 متری نوساز,فروش,گلستان,۱۱۰,۱۳۹۵,۲,"‏۱۷,۷۰۰,۰۰۰,۰۰۰ تومان","‏۱۶۰,۹۰۹,۰۰۰ تومان",۳ از ۳,۲۷ خرداد ۱۴۰۵، ۰۹:۵۲,https://divar.ir/v/gaywz7ii
آپارتمان بر بلوار امام رضا متراژ ۱۴۰ متر,فروش,گلستان,۱۴۰,۱۴۰۵,۳,"‏۲۷,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۶,۴۲۸,۰۰۰ تومان",۶,۲۲ مرداد ۱۴۰۵، ۰۸:۱۸,https://divar.ir/v/ga9x0cOz
فروش  خانه  ویلایی,فروش,بازکیاگوراب,۸۰,۱۳۹۰,۲,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۸۰,۰۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۰۷:۵۷,https://divar.ir/v/ga9dkwi2
زمین مسکونی با پروانه در کتشال,فروش,لیل,,,,"‏۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۰,۰۰۰,۰۰۰ تومان",,۲۲ مرداد ۱۴۰۵، ۰۰:۴۰,https://divar.ir/v/ga8Bu5BH
اجاره سالیانه آپارتمان,رهن و اجاره,آهندان,۸۰,۱۴۰۱,۲,,,۱,۲۲ مرداد ۱۴۰۵، ۰۰:۱۹,https://divar.ir/v/ga8x9PXt
زمین مسکونی وباغی،دومسیره،خیابان نخجیر،نبش بهارهفت,فروش,طالقانی,,,,"‏۲۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۳,۷۵۰,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۲۲:۴۷,https://divar.ir/v/ga8ZMr57
فروش ویلا,فروش,آهندان,۱۱۷,۱۳۹۵,۲,"‏۹,۲۰۰,۰۰۰,۰۰۰ تومان","‏۳۱,۱۸۶,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۲۲:۴۶,https://divar.ir/v/ga8VclnQ
زمین مسکونی و باغی,فروش,لیالستان,,,,"‏۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۷,۲۶۴,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۲۲:۴۳,https://divar.ir/v/ga8Vsziq
اجاره واحد ۹۰متری,رهن و اجاره,آهندان,۹۰,۱۴۰۰,۱,,,,۲۱ مرداد ۱۴۰۵، ۲۲:۳۶,https://divar.ir/v/ga8RMRIj
همکف ۶۵ متری,فروش,کوی آزادگان,۶۵,۱۳۸۰,۲,"‏۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۹۲,۳۰۷,۰۰۰ تومان",همکف,۲۱ مرداد ۱۴۰۵، ۲۲:۰۲,https://divar.ir/v/ga8t70P0
باغ چای 4500 متر,فروش,لیالستان,,,,"‏۱,۸۰۰,۰۰۰,۰۰۰ تومان","‏۴,۰۰۰,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۲۱:۳۲,https://divar.ir/v/ga8RrvZx
فروش یک قطعه زمین مسکونی,فروش,لیالستان,,,,"‏۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۳,۶۳۶,۰۰۰ تومان",,۷ مرداد ۱۴۰۵، ۱۴:۳۴,https://divar.ir/v/gapxtnX7
فروش واحد ۷۰متری,فروش,بوجایه,۷۰,۱۳۹۵,۲,"‏۶,۸۰۰,۰۰۰,۰۰۰ تومان","‏۹۷,۱۴۲,۰۰۰ تومان",۲,۲۱ مرداد ۱۴۰۵، ۲۱:۱۸,https://divar.ir/v/ga8F7y8k
زمین شالیکاری,فروش,آهندان,,,,"‏۵۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳,۳۳۳,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۲۰:۴۶,https://divar.ir/v/ga8pqQaU
زمین نقلی رودبنه، نزدیک لاهیجان، آماده ساخت ویلا,فروش,انقلاب,,,,"‏۱,۲۸۰,۰۰۰,۰۰۰ تومان","‏۱۲,۹۲۹,۰۰۰ تومان",,۲۵ تیر ۱۴۰۵، ۲۲:۵۲,https://divar.ir/v/gaZ9yV_v
پیش فروش واحد ۸۲متری در دانش,فروش,کوی آزادگان,,,,,,,۲۱ مرداد ۱۴۰۵، ۲۰:۲۲,https://divar.ir/v/ga8Rqu-C
آپارتمان دونبش طبقه اول,فروش,کوی خزر,۱۰۸,۱۳۷۶,۲,"‏۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۹۲,۵۹۲,۰۰۰ تومان",۱ از ۳,۲۱ مرداد ۱۴۰۵، ۲۰:۱۴,https://divar.ir/v/ga8FqQZk
زمین با سند تک برگ و کاربری مسکونی,فروش,بازکیاگوراب,,,,"‏۴,۱۲۵,۰۰۰,۰۰۰ تومان","‏۱۵,۰۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۷:۳۸,https://divar.ir/v/gaspVI58
۴۵۰مترزمین مسکونی و بنای ۱۳۰متری,فروش,لفمجان,۱۳۰,۱۳۸۲,۳,"‏۴,۹۵۰,۰۰۰,۰۰۰ تومان","‏۱۱,۰۰۰,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۹:۴۰,https://divar.ir/v/ga8p5dJU
فروش زمین لاهیجان,فروش,آهندان,,,,"‏۲,۸۰۰,۰۰۰,۰۰۰ تومان","‏۷,۰۰۰,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۹:۰۱,https://divar.ir/v/ga8FZ4w6
رهن و اجاره محل مجهز به قالیشویی,رهن و اجاره,طالقانی,۹۰۰,۱۳۸۷,۱,,,,۲۱ مرداد ۱۴۰۵، ۱۸:۴۸,https://divar.ir/v/ga85o3Zb
۲۷۳ متر زمین مسکونی گیلان لاهیجان سیاهکل,فروش,لفمجان,,,,"‏۲,۳۰۰,۰۰۰,۰۰۰ تومان","‏۸,۴۲۴,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۸:۲۴,https://divar.ir/v/ga8lXBPp
رهن و اجاره ۱۰۰متر  طبقه دوم,رهن و اجاره,کوی خزر,۱۰۰,۱۳۹۲,۲,,,۱,۲۱ مرداد ۱۴۰۵، ۱۸:۱۹,https://divar.ir/v/ga8d4jly
خانه ویلایی تجاری,فروش,فیاض,۱۳۵,۱۳۸۲,+۴,"‏۴۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۱۵,۳۱۱,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۷:۵۳,https://divar.ir/v/ga8F4Tnx
دو واحد مسکونی لاهیجان،بیجاربنه,فروش,لیالستان,۹۸,۱۳۹۱,۲,"‏۳۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۸,۷۰۸,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۷:۳۶,https://divar.ir/v/ga81nEDg
ویلا نوساز ۲۰۸ متری لاهیجان,فروش,شیخ زاهد,۱۱۴,۱۴۰۴,۲,"‏۷,۷۵۰,۰۰۰,۰۰۰ تومان","‏۳۷,۲۵۹,۰۰۰ تومان",,۸ تیر ۱۴۰۵، ۱۱:۴۱,https://divar.ir/v/gaCZy3F6
لاهیجان- فروش زمین مسکونی 3000 متری دره جیر,فروش,آهندان,,,,"‏۳۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۱,۰۰۰,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۷:۱۱,https://divar.ir/v/ga8dX1p7
سویت ۷۰متری پارکینگ دار.سند دار,فروش,آهندان,۷۰,۱۴۰۲,۱,"‏۴,۷۰۰,۰۰۰,۰۰۰ تومان","‏۵۵,۲۹۴,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۷:۱۰,https://divar.ir/v/ga8d3cyv
لاهیجان- فروش زمین مسکونی 640 متری کوره بر,فروش,آهندان,,,,"‏۸,۳۵۰,۰۰۰,۰۰۰ تومان","‏۱۳,۰۴۶,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۷:۰۸,https://divar.ir/v/ga8dHJI6
لاهیجان،رهن اجاره خونه ویلایی 280متری در شیشه گران,رهن کامل,رجایی,۱۲۰,۱۳۸۰,۲,,,,۲۱ مرداد ۱۴۰۵، ۱۷:۰۶,https://divar.ir/v/ga8ZHwvd
فروش ویلای دوبلکس نیمه کاره لاهیجان ابتدای لاشیدان,فروش,بازکیاگوراب,۱۹۹,۱۴۰۵,+۴,"‏۷,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۶,۷۸۵,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۶:۴۲,https://divar.ir/v/ga8FXIcF
فروش ویلا,فروش,لیل,۲۴۰,۱۴۰۴,۳,"‏۴۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۶۶,۶۶۶,۰۰۰ تومان",,۱۰ مرداد ۱۴۰۵، ۱۶:۳۲,https://divar.ir/v/gat1-Lwf
واگذاری باغ رستوران با قرارداد 5ساله 250ملیون رهن,رهن کامل,گلستان,۵۰۰,۱۴۰۵,۱,,,,۲۰ مرداد ۱۴۰۵، ۱۵:۴۸,https://divar.ir/v/ga7JhuJ4
پیش فروش ۱۰۵ متری,فروش,کاروانسرابر,,,,,,,۲۳ خرداد ۱۴۰۵، ۱۶:۴۹,https://divar.ir/v/gatgVYE4
فروش ویلایی بازکیاگوراب,فروش,بازکیاگوراب,۱۱۵,۱۳۹۲,۲,"‏۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۳,۰۵۷,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۵:۳۱,https://divar.ir/v/ga8BmeXk
فروش یا معاوضه ویلایی,فروش,شقایق,۱۲۰,۱۳۸۰,۳,"‏۱۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۰,۰۰۰,۰۰۰ تومان",,۲۱ مرداد ۱۴۰۵، ۱۴:۲۸,https://divar.ir/v/ga8B13Zg
